title,refs,facts,url
Le Parlement alerte contre les tentatives de réduire les médias au silence,"[""2020/2009(INI)""]","[""La libert\u00e9 des m\u00e9dias en Europe a recul\u00e9"", ""Les d\u00e9put\u00e9s condamnent le harc\u00e8lement et les attaques \u00e0 l\u2019encontre des journalistes, en particulier de la part des responsables politiques"", ""La Commission doit r\u00e9guli\u00e8rement \u00e9valuer l'ing\u00e9rence des gouvernements et la transparence des structures de propri\u00e9t\u00e9"", ""Les fonds de l\u2019UE ne peuvent \u00eatre accord\u00e9s aux m\u00e9dias contr\u00f4l\u00e9s par l\u2019\u00c9tat ou diffusant de la propagande politique""]",https://www.europarl.europa.eu/news/fr/press-room/20201120IPR92117/le-parlement-alerte-contre-les-tentatives-de-reduire-les-medias-au-silence
Le PE met en garde contre la détérioration des droits fondamentaux dans l'UE,"[""2019/2199(INI)""]","[""Les groupes vuln\u00e9rables, la libert\u00e9 d'expression, le pluralisme des m\u00e9dias et la libert\u00e9 de r\u00e9union sont menac\u00e9s"", ""\""Recul organis\u00e9\"" de l'\u00e9galit\u00e9 des sexes et des droits des femmes"", ""Les discours de haine et les diff\u00e9rentes formes de racisme se normalisent"", ""N\u00e9cessit\u00e9 cruciale d'un m\u00e9canisme europ\u00e9en sur la d\u00e9mocratie, l'\u00c9tat de droit et les droits fondamentaux""]",https://www.europarl.europa.eu/news/fr/press-room/20201120IPR92131/le-pe-met-en-garde-contre-la-deterioration-des-droits-fondamentaux-dans-l-ue
Protection des valeurs de l'UE: instauration d'un mécanisme contraignant,"[""2020/2072(INL)""]","[""Une r\u00e9solution qui prot\u00e8ge la d\u00e9mocratie, l\u2019\u00c9tat de droit et les droits fondamentaux dans tous les \u00c9tats membres"", ""L\u2019UE est \""structurellement mal \u00e9quip\u00e9e\"" pour lutter contre le recul de ses valeurs fondatrices"", ""La proposition du Parlement pr\u00e9voit des mesures pr\u00e9ventives et correctives""]",https://www.europarl.europa.eu/news/fr/press-room/20201002IPR88432/protection-des-valeurs-de-l-ue-instauration-d-un-mecanisme-contraignant
Les députés exigent des déplacements sûrs et propres,"[""2020/2038(INI)""]","[""La pand\u00e9mie fait payer un lourd tribut au tourisme europ\u00e9en"", ""Un tourisme s\u00fbr, propre et durable est n\u00e9cessaire"", ""L\u2019Europe doit s\u2019efforcer de rester une destination de premier plan""]",https://www.europarl.europa.eu/news/fr/press-room/20210322IPR00524/les-deputes-exigent-des-deplacements-surs-et-propres
Nouvelles règles pour un retrait rapide des contenus terroristes en ligne,"[""2018/0331(COD)""]","[""Les plateformes disposeront d'un d\u00e9lai maximal d\u2019une heure pour retirer les contenus signal\u00e9s"", ""Protection des travaux d'\u00e9ducation, de recherche, d'art et de journalisme"", ""Pas d\u2019obligation g\u00e9n\u00e9rale de surveiller ou de filtrer le contenu""]",https://www.europarl.europa.eu/news/fr/press-room/20210422IPR02621/nouvelles-regles-pour-un-retrait-rapide-des-contenus-terroristes-en-ligne
Le Parlement européen renforce les droits des voyageurs ferroviaires,"[""2017/0237(COD)""]","[""Davantage de possibilit\u00e9s de r\u00e9acheminement en cas de retard ou d\u2019annulation"", ""Une meilleure assistance pour les personnes \u00e0 mobilit\u00e9 r\u00e9duite"", ""Plus d\u2019espace pour les v\u00e9los dans les trains""]",https://www.europarl.europa.eu/news/fr/press-room/20210422IPR02605/le-parlement-europeen-renforce-les-droits-des-voyageurs-ferroviaires
Le Parlement appelle à des mesures drastiques pour réduire les déchets marins,"[""2019/2160(INI)""]","[""Augmenter la collecte, le recyclage et la revalorisation dans les secteurs de la p\u00eache et de l\u2019aquaculture"", ""Le polystyr\u00e8ne expans\u00e9 utilis\u00e9 dans les produits de la p\u00eache devrait \u00eatre progressivement \u00e9limin\u00e9"", ""Un plan d\u2019action de l\u2019UE est n\u00e9cessaire pour nettoyer les rivi\u00e8res et les estuaires pollu\u00e9s""]",https://www.europarl.europa.eu/news/fr/press-room/20210322IPR00525/le-parlement-appelle-a-des-mesures-drastiques-pour-reduire-les-dechets-marins
Pologne: le Conseil doit ‘‘enfin agir’’ pour protéger l’État de droit,"[""2017/0360R(NLE)""]","[""D\u00e9t\u00e9rioration continue de l\u2019ind\u00e9pendance de la justice et de l\u2019\u00c9tat de droit"", ""Le Conseil doit reprendre la proc\u00e9dure li\u00e9e \u00e0 l\u2019article 7 \u00e0 l\u2019encontre de la Pologne"", ""Appel \u00e0 une interpr\u00e9tation plus large qui devrait inclure tous les principes fondamentaux de l\u2019UE""]",https://www.europarl.europa.eu/news/fr/press-room/20200910IPR86860/pologne-le-conseil-doit-enfin-agir-pour-proteger-l-etat-de-droit
Les députés refusent les passeports émis par la Russie dans les zones occupées,"[""2022/0274(COD)""]","[""La Russie a d\u00e9livr\u00e9 des documents de voyage dans des r\u00e9gions ill\u00e9galement occup\u00e9es en Ukraine et en G\u00e9orgie"", ""Une approche coordonn\u00e9e et coh\u00e9rente de l'UE est n\u00e9cessaire pour traiter ces documents"", ""Les personnes fuyant la guerre en Ukraine ont le droit de demander l'asile""]",https://www.europarl.europa.eu/news/fr/press-room/20221118IPR55715/les-deputes-refusent-les-passeports-emis-par-la-russie-dans-les-zones-occupees
Pologne: les attaques contre les médias doivent cesser,"[""2021/2880(RSP)""]","[""\u2018\u2018Lex TVN\u2019\u2019 est une attaque directe contre le pluralisme des m\u00e9dias"", ""Inqui\u00e9tude concernant l\u2019achat du groupe de presse Polska par une compagnie p\u00e9troli\u00e8re d\u2019\u00c9tat"", ""Les contestations juridiques visant \u00e0 saper la primaut\u00e9 du droit de l\u2019UE doivent cesser"", ""La Commission doit pr\u00e9venir toute nouvelle d\u00e9t\u00e9rioration""]",https://www.europarl.europa.eu/news/fr/press-room/20210910IPR11928/pologne-les-attaques-contre-les-medias-doivent-cesser
Législation sur les services numériques: garantir des espaces en ligne plus sûrs,"[""2020/0361(COD)""]","[""Les d\u00e9put\u00e9s donnent leur feu vert \u00e0 l\u2019ouverture des n\u00e9gociations avec les \u00c9tats membres"", ""Des mesures qui comprennent des proc\u00e9dures clairement d\u00e9finies pour supprimer les produits, services et contenus illicites en ligne"", ""Plus d'options pour les publicit\u00e9s sans suivi et interdiction d'utiliser les donn\u00e9es des mineurs pour les publicit\u00e9s cibl\u00e9es"", ""Les utilisateurs de services auraient le droit de demander une indemnisation pour les dommages subis"", ""Une \u00e9valuation des risques obligatoire et une transparence renforc\u00e9e des algorithmes pour lutter contre les contenus pr\u00e9judiciables et la d\u00e9sinformation""]",https://www.europarl.europa.eu/news/fr/press-room/20220114IPR21017/legislation-sur-les-services-numeriques-garantir-des-espaces-en-ligne-plus-surs
Pour un rétablissement rapide et total de la libre circulation transfrontalière,"[""2020/2640(RSP)""]","[""Les fronti\u00e8res doivent rouvrir de fa\u00e7on coordonn\u00e9e en respectant le principe de non-discrimination"", ""Urgence d\u2019un plan de relance pour Schengen"", ""N\u00e9cessit\u00e9 de r\u00e9viser les r\u00e8gles de Schengen pour garantir une v\u00e9ritable gouvernance europ\u00e9enne""]",https://www.europarl.europa.eu/news/fr/press-room/20200615IPR81222/pour-un-retablissement-rapide-et-total-de-la-libre-circulation-transfrontaliere
"Adoption du budget de l’UE 2023 : focus sur l’Ukraine, l’énergie et la relance","[""2022/0212(BUD)""]","[""Le budget de l\u2019UE pour l\u2019an prochain promulgu\u00e9 par la Pr\u00e9sidente Metsola"", ""Plus d\u2019un milliard suppl\u00e9mentaire par rapport \u00e0 la proposition initiale de la Commission pour des domaines prioritaires comme l\u2019aide humanitaire, Erasmus + et les infrastructures"", ""Le budget total pour 2023 s\u2019\u00e9l\u00e8ve \u00e0 186,6 milliards d'euros en engagements, les paiements sont fix\u00e9s \u00e0 168,7 milliards d'euros.""]",https://www.europarl.europa.eu/news/fr/press-room/20221118IPR55709/adoption-du-budget-de-l-ue-2023-focus-sur-l-ukraine-l-energie-et-la-relance
Guerre en Ukraine: les députés débloquent des aides d'urgence pour les réfugiés,"[""2022/0075(COD)"", ""2022/0077(COD)""]","[""Plus de 10 milliards d'euros pour venir en aide aux r\u00e9fugi\u00e9s"", ""L'UE couvrira l\u2019ensemble des d\u00e9penses en mati\u00e8re de coh\u00e9sion pour 2021 et 2022"", ""Jusqu\u2019\u00e0 420 millions d'euros non d\u00e9pens\u00e9s au titre des Fonds \""Affaires int\u00e9rieures\"" seront mis \u00e0 disposition""]",https://www.europarl.europa.eu/news/fr/press-room/20220321IPR25919/guerre-en-ukraine-les-deputes-debloquent-des-aides-d-urgence-pour-les-refugies
Le PE réforme le déploiement des infrastructures énergétiques transeuropéennes,"[""2020/0360(COD)""]","[""La politique en mati\u00e8re d'infrastructures \u00e9nerg\u00e9tiques doit contribuer \u00e0 la r\u00e9alisation des objectifs de neutralit\u00e9 climatique"", ""Les fonds doivent soutenir l'hydrog\u00e8ne et le captage du carbone"", ""Les projets doivent \u00e9galement renforcer la s\u00e9curit\u00e9 d'approvisionnement""]",https://www.europarl.europa.eu/news/fr/press-room/20220401IPR26530/le-pe-reforme-le-deploiement-des-infrastructures-energetiques-transeuropeennes
Le Parlement approuve le budget à long terme de l’UE pour 2021-2027,"[""2018/0166(APP)"", ""2018/2070(ACI)""]","[""Le vote scelle l'accord avec le Conseil europ\u00e9en"", ""Les d\u00e9put\u00e9s ont n\u00e9goci\u00e9 des compl\u00e9ments importants pour les programmes phares de l'UE tels que la sant\u00e9, la recherche (Horizon) ou encore Erasmus+, au b\u00e9n\u00e9fice des citoyens de l\u2019UE"", ""Conclusion d\u2019une feuille de route juridiquement contraignante introduisant de nouvelles sources de revenus dans l'UE"", ""Renforcement du r\u00f4le du Parlement dans le contr\u00f4le du financement de la relance"", ""Des dispositions plus strictes pour la biodiversit\u00e9 et l'\u00e9galit\u00e9 des genres""]",https://www.europarl.europa.eu/news/fr/press-room/20201211IPR93621/le-parlement-approuve-le-budget-a-long-terme-de-l-ue-pour-2021-2027
Le Parlement souhaite accorder aux consommateurs un “droit à la réparation” ,"[""2020/2021(INI)""]","[""Encourager les consommateurs \u00e0 faire des choix plus durables et promouvoir une culture de la r\u00e9utilisation"", ""Am\u00e9liorer la r\u00e9parabilit\u00e9 des produits et prolonger leur dur\u00e9e de vie"", ""Un syst\u00e8me de chargeur universel afin de r\u00e9duire les d\u00e9chets \u00e9lectroniques"", ""Un changement de m\u00e9thode n\u00e9cessaire, de la production \u00e0 la publicit\u00e9 en passant par les march\u00e9s publics et la gestion des d\u00e9chets""]",https://www.europarl.europa.eu/news/fr/press-room/20201120IPR92118/le-parlement-souhaite-accorder-aux-consommateurs-un-droit-a-la-reparation
Plateformes de financement participatif: vote final sur les règles européennes,"[""2018/0048(COD)"", ""2018/0047(COD)""]","[""Un ensemble unique de r\u00e8gles s'appliquera aux services de financement participatif dans l'UE, jusqu\u2019\u00e0 5 millions d\u2019euros"", ""Des r\u00e8gles strictes pour prot\u00e9ger les investisseurs des pertes financi\u00e8res"", ""Les \u00c9tats membres responsables de l'agr\u00e9ment et de la supervision des organismes de financement participatif""]",https://www.europarl.europa.eu/news/fr/press-room/20201002IPR88439/plateformes-de-financement-participatif-vote-final-sur-les-regles-europeennes
Négociations UE-Royaume-Uni: soutien des députés à la position de l’UE,"[""2020/2023(INI)""]","[""Les d\u00e9put\u00e9s soutiennent r\u00e9solument le n\u00e9gociateur de l\u2019UE, Michel Barnier"", ""L\u2019UE dit non \u00e0 l\u2019approche \""\u00e0 la carte\"" du Royaume-Uni"", ""Sans accord sur des conditions de concurrence \u00e9quitables et sur le secteur de la p\u00eache, pas d\u2019approbation du Parlement""]",https://www.europarl.europa.eu/news/fr/press-room/20200615IPR81221/negociations-ue-royaume-uni-soutien-des-deputes-a-la-position-de-l-ue
Budget à long terme de l'UE: un filet de sécurité pour les bénéficiaires,"[""2020/2051(INL)""]","[""Risque de rupture de paiements si pas d\u2019accord \u00e0 temps sur le budget \u00e0 long terme de l'UE pour l'apr\u00e8s-2020"", ""Les d\u00e9put\u00e9s demandent \u00e0 la Commission de pr\u00e9senter un plan d'urgence pour garantir la continuit\u00e9 des financements europ\u00e9ens suite \u00e0 la crise du COVID-19""]",https://www.europarl.europa.eu/news/fr/press-room/20200512IPR78918/budget-a-long-terme-de-l-ue-un-filet-de-securite-pour-les-beneficiaires
Les députés lèvent un nouvel obstacle au plan de relance post‑COVID-19,"[""2018/0131(NLE)"", ""2018/0132(APP)"", ""2018/0133(NLE)""]","[""Le Parlement acc\u00e9l\u00e8re la r\u00e9forme des recettes de l\u2019UE et permet ainsi l'utilisation du fonds de relance \""Next Generation EU\"", d\u2019un montant de 750 milliards d\u2019euros"", ""De nouvelles sources de recettes, comme la taxe sur les plastiques, fourniront de nouveaux financements au budget de l\u2019UE et contribueront au remboursement de la dette cr\u00e9\u00e9e par le fonds de relance"", ""Les \u00c9tats membres doivent ratifier d\u00e8s que possible cette d\u00e9cision cl\u00e9 relative aux ressources propres""]",https://www.europarl.europa.eu/news/fr/press-room/20210322IPR00517/les-deputes-levent-un-nouvel-obstacle-au-plan-de-relance-post-covid-19
"Les députés approuvent le nouveau programme Erasmus+, qui sera plus inclusif","[""2018/0191(COD)""]","[""Le financement a presque doubl\u00e9 par rapport \u00e0 l\u2019\u00e9dition pr\u00e9c\u00e9dente"", ""Erasmus+ est d\u00e9sormais ouvert aux adultes qui suivent une formation"", ""Le programme sera plus inclusif, plus \u00e9cologique et plus convivial""]",https://www.europarl.europa.eu/news/fr/press-room/20210517IPR04109/les-deputes-approuvent-le-nouveau-programme-erasmus-qui-sera-plus-inclusif
Pacte vert: des mesures pour renforcer la lutte contre la déforestation mondiale,"[""2019/2156(INI)""]","[""Des objectifs contraignants pour prot\u00e9ger les for\u00eats, en particulier les for\u00eats primaires"", ""Mise en \u0153uvre ferme des instruments existants"", ""Les futurs accords de commerce et d\u2019investissement devraient comprendre des dispositions contraignantes contre la d\u00e9forestation""]",https://www.europarl.europa.eu/news/fr/press-room/20200910IPR86827/pacte-vert-des-mesures-pour-renforcer-la-lutte-contre-la-deforestation-mondiale
Pollution de l’air: le PE adopte une loi pour améliorer la qualité de l’air,"[""2022/0347(COD)""]","[""Des limites plus strictes \u00e0 l\u2019horizon 2030 pour plusieurs polluants atmosph\u00e9riques"", ""Les indices de qualit\u00e9 de l\u2019air doivent \u00eatre comparables dans tous les \u00c9tats membres"", ""D\u00e9fendre l\u2019acc\u00e8s \u00e0 la justice pour les citoyens et le droit \u00e0 \u00eatre indemnis\u00e9s"", ""La pollution atmosph\u00e9rique entra\u00eene environ 300 000 d\u00e9c\u00e8s pr\u00e9matur\u00e9s par an dans l\u2019UE""]",https://www.europarl.europa.eu/news/fr/press-room/20240419IPR20587/pollution-de-l-air-le-pe-adopte-une-loi-pour-ameliorer-la-qualite-de-l-air
Le PE actualise les lignes directrices du réseau transeuropéen de transport,"[""2021/0420(COD)""]","[""Les principales liaisons de transport seront achev\u00e9es d\u2019ici 2030"", ""Couper les liens avec la Russie en mati\u00e8re d\u2019infrastructures de transport et se concentrer sur l\u2019Ukraine"", ""Cr\u00e9er de meilleures conditions pour la mobilit\u00e9 militaire le long des grands axes routiers et ferroviaires de l\u2019UE""]",https://www.europarl.europa.eu/news/fr/press-room/20240419IPR20574/le-pe-actualise-les-lignes-directrices-du-reseau-transeuropeen-de-transport
Le Parlement adopte la directive sur le travail des plateformes,"[""2021/0414(COD)""]","[""De nouvelles r\u00e8gles pour rem\u00e9dier au faux travail ind\u00e9pendant"", ""Les employ\u00e9s ne peuvent pas \u00eatre licenci\u00e9s sur la base d\u2019une d\u00e9cision prise par un algorithme"", ""Interdiction pour les plateformes de traiter certains types de donn\u00e9es personnelles""]",https://www.europarl.europa.eu/news/fr/press-room/20240419IPR20584/le-parlement-adopte-la-directive-sur-le-travail-des-plateformes
Adoption de nouvelles règles pour lutter contre le blanchiment d’argent,"[""2021/0250(COD)"", ""2021/0239(COD)"", ""2021/0240(COD)""]","[""Les autorit\u00e9s, les journalistes et les organisations de la soci\u00e9t\u00e9 civile pourront avoir acc\u00e8s \u00e0 de nouveaux registres et sources d\u2019information"", ""Les paiements importants en esp\u00e8ces seront limit\u00e9s \u00e0 10 000 euros dans l\u2019UE"", ""Des r\u00e8gles de diligence raisonnable applicables aux clubs et aux agents de football \u00e0 partir de 2029"", ""Une nouvelle agence europ\u00e9enne charg\u00e9e de superviser directement les entit\u00e9s les plus risqu\u00e9es""]",https://www.europarl.europa.eu/news/fr/press-room/20240419IPR20586/adoption-de-nouvelles-regles-pour-lutter-contre-le-blanchiment-d-argent
Feu vert à la prolongation du soutien commercial à la Moldavie,"[""2024/0028(COD)"", ""2024/0029(COD)""]","[""Les d\u00e9put\u00e9s  renforcent la protection des agriculteurs europ\u00e9ens en cas d'afflux de produits ukrainiens"", ""Les n\u00e9gociations avec le Conseil. pour l'extension du soutien commercial \u00e0 l'Ukraine vont d\u00e9marrer"", ""- Droits de douane et contingents temporairement suspendus pour la Moldavie pour une ann\u00e9e suppl\u00e9mentaire""]",https://www.europarl.europa.eu/news/fr/press-room/20240311IPR19227/feu-vert-a-la-prolongation-du-soutien-commercial-a-la-moldavie
"Menaces sur  les valeurs, les institutions et les fonds de l’UE en Hongrie","[""2024/2512(RSP)""]","[""N\u00e9cessit\u00e9 de prot\u00e9ger les institutions, les valeurs et les fonds de l\u2019UE pendant la prochaine pr\u00e9sidence hongroise du Conseil"", ""L\u2019UE \""ne doit pas c\u00e9der au chantage et au commerce de ses int\u00e9r\u00eats strat\u00e9giques et de ceux de ses alli\u00e9s en renon\u00e7ant \u00e0 ses valeurs\u02ba"", ""Pas d'argent de l'UE tant que les d\u00e9ficiences persistent"", ""Les d\u00e9put\u00e9s envisagent une \u00e9ventuelle action en justice concernant la d\u00e9cision de la Commission de d\u00e9bloquer 10,2 milliards d\u2019euros""]",https://www.europarl.europa.eu/news/fr/press-room/20240112IPR16780/menaces-sur-les-valeurs-les-institutions-et-les-fonds-de-l-ue-en-hongrie
Le Parlement veut mettre fin à l’impunité des conducteurs imprudents ,"[""2023/0055(COD)""]","[""La d\u00e9ch\u00e9ance du droit de conduire dans un pays europ\u00e9en sera valable dans toute l'UE"", ""\u00c9largissement de la liste des infractions routi\u00e8res graves"", ""Un calendrier clair pour l\u2019ex\u00e9cution des d\u00e9cisions d\u2019interdiction de conduire""]",https://www.europarl.europa.eu/news/fr/press-room/20240202IPR17309/le-parlement-veut-mettre-fin-a-l-impunite-des-conducteurs-imprudents
Le Parlement approuve la révision de la politique agricole commune de l’UE,"[""2024/0073(COD)""]","[""Les nouvelles \""conditionnalit\u00e9s\"" environnementales peuvent justifier la demande d\u2019une aide europ\u00e9enne en 2024"", ""Plus de d\u00e9rogations possibles \u00e0 certaines r\u00e8gles de la PAC en cas de conditions m\u00e9t\u00e9orologiques extr\u00eames"", ""Les petites exploitations seront exempt\u00e9es de contr\u00f4les et de sanctions en cas de non-respect de certaines r\u00e8gles""]",https://www.europarl.europa.eu/news/fr/press-room/20240419IPR20582/le-parlement-approuve-la-revision-de-la-politique-agricole-commune-de-l-ue
Agir plus pour protéger les valeurs communes de l'UE en Hongrie et Pologne,"[""2022/2647(RSP)""]","[""Le Parlement appelle \u00e0 un \""v\u00e9ritable engagement\"" et \u00e0 des progr\u00e8s au Conseil"", ""Les recommandations aux \u00c9tats membres devraient \u00eatre adopt\u00e9es rapidement et des d\u00e9lais pr\u00e9cis devraient \u00eatre fix\u00e9s apr\u00e8s les auditions"", ""L'unanimit\u00e9 n'est pas requise pour identifier les risques de violation grave des valeurs de l'UE"", ""Les plans nationaux dans le cadre de la facilit\u00e9 pour la reprise et r\u00e9silience ne seront pas approuv\u00e9s tant que des progr\u00e8s n\u2019auront pas \u00e9t\u00e9 accomplis""]",https://www.europarl.europa.eu/news/fr/press-room/20220429IPR28226/agir-plus-pour-proteger-les-valeurs-communes-de-l-ue-en-hongrie-et-pologne
Renforcer la défense des voix critiques contre l’intimidation judiciaire,"[""2022/0117(COD)""]","[""Une protection europ\u00e9enne contre les litiges  transfrontaliers abusifs"", ""Le rejet \u00e0 un stade pr\u00e9coce des affaires infond\u00e9es et une protection financi\u00e8re des d\u00e9fendeurs"", ""Limiter la course \u00e0 la juridiction la plus favorable et am\u00e9liorer  l\u2019acc\u00e8s \u00e0 l\u2019information pour les victimes""]",https://www.europarl.europa.eu/news/fr/press-room/20240223IPR18074/renforcer-la-defense-des-voix-critiques-contre-l-intimidation-judiciaire
Protection des journalistes : mettre fin aux poursuites judiciaires abusives,"[""2022/0117(COD)""]","[""Les r\u00e8gles s\u2019appliqueront aux affaires qui touchent plus d\u2019un \u00c9tat membre de l\u2019UE"", ""Des indemnisations seront vers\u00e9es aux victimes pour les dommages psychologiques et les atteintes \u00e0 la r\u00e9putation"", ""Des recommandations permettront de lutter contre les affaires de poursuites-b\u00e2illons (dites SLAPP) \u00e0 \u00e9chelle nationale""]",https://www.europarl.europa.eu/news/fr/press-room/20230707IPR02420/protection-des-journalistes-mettre-fin-aux-poursuites-judiciaires-abusives
L'interdiction de facto de l'avortement en Pologne menace la vie des femmes,"[""2020/2876(RSP)""]","[""La restriction des droits \u00e0 l'avortement ne fait qu'accro\u00eetre le nombre d'avortements dangereux"", ""La d\u00e9cision n'aurait pas d\u00fb \u00eatre prise alors que des restrictions de sant\u00e9 publique \u00e9taient en vigueur et que les assembl\u00e9es publiques \u00e9taient interdites"", ""Les droits humains fondamentaux des femmes ne sont plus garantis"", ""L'UE doit r\u00e9agir \u00e0 \""l'effondrement syst\u00e9mique de l'\u00c9tat de droit\""""]",https://www.europarl.europa.eu/news/fr/press-room/20201120IPR92132/l-interdiction-de-facto-de-l-avortement-en-pologne-menace-la-vie-des-femmes
Les députés condamnent la criminalisation de l'éducation sexuelle en Pologne,"[""2019/2891(RSP)""]","[""Le Parlement europ\u00e9en demande au parlement polonais de rejeter le projet de loi"", ""L\u2019absence d'\u00e9ducation sexuelle ad\u00e9quate met les jeunes en danger"", ""Les d\u00e9put\u00e9s demandent plus de fonds pour la soci\u00e9t\u00e9 civile en mati\u00e8re d'\u00e9ducation sexuelle""]",https://www.europarl.europa.eu/news/fr/press-room/20191111IPR66217/les-deputes-condamnent-la-criminalisation-de-l-education-sexuelle-en-pologne
Nécessité d’une capacité de protection civile renforcée au vu du COVID-19,"[""2019/0070(COD)""]","[""L\u2019UE doit pouvoir poss\u00e9der des \u00e9quipements et aider directement les \u00c9tats membres lorsque leurs capacit\u00e9s nationales ont atteint leurs limites"", ""Un contr\u00f4le n\u00e9cessaire du Parlement sur les montants allou\u00e9s \u00e0 la pr\u00e9vention, \u00e0 la pr\u00e9paration et \u00e0 la r\u00e9ponse"", ""Les n\u00e9gociations doivent imm\u00e9diatement d\u00e9buter avec le Conseil pour que le nouveau syst\u00e8me devienne op\u00e9rationnel d\u00e8s 2021""]",https://www.europarl.europa.eu/news/fr/press-room/20200910IPR86817/necessite-d-une-capacite-de-protection-civile-renforcee-au-vu-du-covid-19
Protection civile: une réponse plus rapide de l’UE aux urgences à grande échelle,"[""2019/0070(COD)""]","[""Optimisation de la pr\u00e9vention, de la pr\u00e9paration et de la r\u00e9ponse aux catastrophes en Europe et au-del\u00e0"", ""Une r\u00e9silience et une solidarit\u00e9 renforc\u00e9es"", ""Les fonds de protection civile de l\u2019UE cinq fois plus importants que lors de la pr\u00e9c\u00e9dente p\u00e9riode budg\u00e9taire""]",https://www.europarl.europa.eu/news/fr/press-room/20210422IPR02615/protection-civile-une-reponse-plus-rapide-de-l-ue-aux-urgences-a-grande-echelle
Le Parlement approuve l’accord de libre-échange avec le Vietnam,"[""2018/0356(NLE)"", ""2018/0358(NLE)""]","[""L\u2019accord de libre-\u00e9change \u00e9liminera progressivement tous les tarifs douaniers"", ""Il inclut des r\u00e8gles contraignantes sur le climat, le droit du travail et les droits de l\u2019homme"", ""Un pas de plus vers le commerce interr\u00e9gional avec l\u2019Asie du Sud-Est""]",https://www.europarl.europa.eu/news/fr/press-room/20200206IPR72012/le-parlement-approuve-l-accord-de-libre-echange-avec-le-vietnam
Protection des produits agroalimentaires européens en Chine,"[""2020/0089(NLE)""]","[""Les produits de l\u2019UE disposant d\u2019une indication g\u00e9ographique, tels que la f\u00e9ta, la M\u00fcnchener Bier, la Polska W\u00f3dka et le Queso manchego, seront prot\u00e9g\u00e9s en Chine contre tout abus ou toute imitation"", ""L\u2019accent va maintenant \u00eatre mis sur les discussions en cours concernant un accord bilat\u00e9ral d\u2019investissement""]",https://www.europarl.europa.eu/news/fr/press-room/20201109IPR91128/protection-des-produits-agroalimentaires-europeens-en-chine
Des règles renforcées en matière de consommation et de recyclage,"[""2020/2077(INI)""]","[""Des objectifs contraignants d\u2019ici 2030 pour l\u2019utilisation des mati\u00e8res premi\u00e8res et l\u2019empreinte de consommation"", ""La directive sur l\u2019\u00e9coconception doit inclure les produits non li\u00e9s \u00e0 l\u2019\u00e9nergie"", ""Les objectifs du pacte vert ne pourront \u00eatre atteints que via un mod\u00e8le d\u2019\u00e9conomie circulaire""]",https://www.europarl.europa.eu/news/fr/press-room/20210204IPR97114/des-regles-renforcees-en-matiere-de-consommation-et-de-recyclage
Améliorer la qualité de l’eau du robinet et réduire les déchets plastiques,"[""2017/0332(COD)""]","[""Une baisse de la consommation d\u2019eau en bouteille pourrait faire \u00e9conomiser plus de 600 millions d\u2019euros par an aux m\u00e9nages de l\u2019UE"", ""\u201cRight2Water\u201d devient la premi\u00e8re initiative citoyenne europ\u00e9enne \u00e0 \u00eatre transpos\u00e9e en acte l\u00e9gislatif"", ""Un seuil plus strict pour certains polluants""]",https://www.europarl.europa.eu/news/fr/press-room/20201211IPR93619/ameliorer-la-qualite-de-l-eau-du-robinet-et-reduire-les-dechets-plastiques
Matières premières critiques: l'UE doit assurer son propre approvisionnement  ,"[""2021/2011(INI)""]","[""Les d\u00e9put\u00e9s soulignent la d\u00e9pendance de l'UE \u00e0 l'\u00e9gard des importations de ressources n\u00e9cessaires aux transitions num\u00e9rique et \u00e9cologique"", ""Ces mat\u00e9riaux sont n\u00e9cessaires pour l'\u00e9lectromobilit\u00e9, les \u00e9nergies renouvelables, les dispositifs \u00e9lectroniques et m\u00e9dicaux"", ""Investir dans le recyclage est \u00e9galement n\u00e9cessaire""]",https://www.europarl.europa.eu/news/fr/press-room/20211118IPR17620/matieres-premieres-critiques-l-ue-doit-assurer-son-propre-approvisionnement
Mettre un terme au commerce illégal de chats et de chiens,"[""2019/2814(RSP)""]","[""Cr\u00e9er un syst\u00e8me europ\u00e9en obligatoire d\u2019identification des chats et des chiens"", ""Garantir une meilleure application des r\u00e8gles et des sanctions plus strictes contre le commerce ill\u00e9gal"", ""Encourager les citoyens \u00e0 adopter des animaux de compagnie, plut\u00f4t qu\u2019en acheter""]",https://www.europarl.europa.eu/news/fr/press-room/20200206IPR72016/mettre-un-terme-au-commerce-illegal-de-chats-et-de-chiens
Un Fonds européen d'ajustement à la mondialisation plus réactif et accessible,"[""2018/0202(COD)""]","[""Plus de facilit\u00e9s pour les personnes ayant perdu leur emploi d\u2019acc\u00e9der au financement"", ""Abaissement du seuil d'\u00e9ligibilit\u00e9 \u00e0 une demande de financement \u00e0 200 travailleurs licenci\u00e9s"", ""Davantage de soutien pour les ind\u00e9pendants et les personnes s'occupant d'enfants""]",https://www.europarl.europa.eu/news/fr/press-room/20210422IPR02618/un-fonds-europeen-d-ajustement-a-la-mondialisation-plus-reactif-et-accessible
